epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,1654.99,1.86112,2.01004,1.6181,0.51601,0.25375,0.1666,0.06919,2.04048,2.60359,1.74244,0.006832,0.006832,0.006832
34,1705.01,1.81516,2.00503,1.60139,0.23533,0.22424,0.18758,0.07866,1.94556,2.37858,1.64965,0.006733,0.006733,0.006733
35,1755.07,1.80689,2.00011,1.59254,0.59056,0.29889,0.28314,0.12936,1.8809,2.1743,1.59488,0.006634,0.006634,0.006634
36,1805.35,1.78135,1.96321,1.59381,0.21338,0.25674,0.16833,0.09012,1.73483,2.34609,1.56406,0.006535,0.006535,0.006535
37,1855.32,1.74132,1.89037,1.56007,0.26494,0.36596,0.27326,0.14356,1.66681,1.98793,1.51297,0.006436,0.006436,0.006436
38,1905.57,1.79566,1.95471,1.56003,0.33324,0.32363,0.26369,0.14393,1.67654,1.99585,1.52207,0.006337,0.006337,0.006337
39,1955.55,1.77571,1.96908,1.58032,0.25445,0.30146,0.21811,0.11144,1.75315,2.59267,1.54306,0.006238,0.006238,0.006238
40,2005.51,1.77298,1.92017,1.57326,0.27425,0.28718,0.26595,0.13482,1.71398,2.13384,1.53126,0.006139,0.006139,0.006139
41,2055.45,1.81111,1.93018,1.61147,0.27809,0.26863,0.22612,0.09947,1.90486,2.50407,1.64118,0.00604,0.00604,0.00604
42,2105.51,1.77742,1.93658,1.55524,0.31791,0.27206,0.24671,0.11329,1.76222,2.24828,1.54811,0.005941,0.005941,0.005941
43,2155.69,1.76614,1.89927,1.55269,0.27505,0.37907,0.26542,0.13237,1.64971,2.18774,1.51268,0.005842,0.005842,0.005842
44,2205.73,1.7524,1.86445,1.54918,0.35027,0.24327,0.23956,0.12644,1.66381,2.21143,1.49328,0.005743,0.005743,0.005743
45,2255.75,1.76143,1.87929,1.56943,0.27884,0.28113,0.22495,0.11693,1.77166,2.23634,1.58065,0.005644,0.005644,0.005644
46,2305.77,1.82101,1.89115,1.59937,0.32242,0.28262,0.25369,0.09972,1.98956,2.13975,1.64995,0.005545,0.005545,0.005545
47,2355.77,1.77732,1.90594,1.5793,0.295,0.20757,0.18034,0.08328,1.88629,2.51713,1.66389,0.005446,0.005446,0.005446
48,2405.76,1.73979,1.84057,1.55951,0.30308,0.22454,0.20917,0.09756,1.82515,2.46884,1.5729,0.005347,0.005347,0.005347
49,2455.78,1.77373,1.84728,1.5764,0.31132,0.28035,0.25991,0.13441,1.69871,1.94657,1.51966,0.005248,0.005248,0.005248
50,2505.83,1.74199,1.83997,1.55671,0.32072,0.3333,0.27123,0.13169,1.66274,1.89069,1.51025,0.005149,0.005149,0.005149
51,2556.14,1.71381,1.76356,1.52021,0.37947,0.30992,0.29622,0.14795,1.65482,1.88957,1.4906,0.00505,0.00505,0.00505
52,2606.43,1.75403,1.82886,1.55504,0.22581,0.32415,0.23198,0.12459,1.63577,2.16502,1.50099,0.004951,0.004951,0.004951
53,2656.53,1.7209,1.76963,1.52812,0.34113,0.29931,0.27891,0.14065,1.68107,1.96875,1.47279,0.004852,0.004852,0.004852
54,2706.74,1.69062,1.8077,1.50473,0.3033,0.31304,0.26082,0.1187,1.80941,2.3986,1.56932,0.004753,0.004753,0.004753
55,2756.91,1.72477,1.79747,1.54689,0.29179,0.26388,0.24297,0.11196,1.78943,2.22573,1.56312,0.004654,0.004654,0.004654
56,2807.08,1.7098,1.80625,1.53059,0.24194,0.33481,0.26176,0.1302,1.69839,2.0802,1.49371,0.004555,0.004555,0.004555
57,2857.2,1.68011,1.78552,1.47505,0.31591,0.36069,0.28468,0.14675,1.65101,1.90933,1.49058,0.004456,0.004456,0.004456
58,2907.52,1.71743,1.78182,1.54005,0.35337,0.29598,0.28569,0.1513,1.60999,2.30957,1.47905,0.004357,0.004357,0.004357
59,2957.86,1.63987,1.68295,1.45985,0.35295,0.27815,0.28163,0.13681,1.70853,2.08794,1.49976,0.004258,0.004258,0.004258
60,3007.99,1.6599,1.69982,1.49097,0.40463,0.29976,0.30445,0.15931,1.63938,1.87862,1.47739,0.004159,0.004159,0.004159
61,3058.43,1.69784,1.73611,1.5182,0.40931,0.27374,0.2983,0.15066,1.71524,2.05014,1.50025,0.00406,0.00406,0.00406
62,3108.58,1.68919,1.73039,1.5052,0.34466,0.35527,0.31965,0.16912,1.6508,2.2085,1.49564,0.003961,0.003961,0.003961
63,3158.88,1.70588,1.77607,1.51844,0.36774,0.36834,0.32127,0.15504,1.74118,1.93818,1.5614,0.003862,0.003862,0.003862
64,3209.07,1.66662,1.73565,1.53346,0.37332,0.31829,0.31866,0.16068,1.66914,1.85477,1.47749,0.003763,0.003763,0.003763
65,3259.29,1.6561,1.7445,1.49459,0.316,0.35268,0.32978,0.17438,1.62184,1.83846,1.46376,0.003664,0.003664,0.003664
66,3309.75,1.66284,1.71575,1.50816,0.45458,0.29621,0.34318,0.18419,1.60067,1.75388,1.44021,0.003565,0.003565,0.003565
67,3360.06,1.63156,1.69534,1.46436,0.35825,0.31637,0.3252,0.18365,1.54944,1.91323,1.42786,0.003466,0.003466,0.003466
68,3410.19,1.64884,1.70887,1.48888,0.28468,0.28975,0.26978,0.15081,1.5069,1.94474,1.40681,0.003367,0.003367,0.003367
69,3460.35,1.65753,1.68073,1.48754,0.31127,0.31567,0.3103,0.17402,1.51897,1.77907,1.41892,0.003268,0.003268,0.003268
70,3510.57,1.66341,1.6957,1.5005,0.45806,0.27214,0.29065,0.16031,1.60328,2.03639,1.44825,0.003169,0.003169,0.003169
71,3560.58,1.64003,1.69497,1.49339,0.42786,0.25724,0.27408,0.14577,1.60082,1.95814,1.4641,0.00307,0.00307,0.00307
72,3610.85,1.62866,1.6504,1.47545,0.31623,0.39302,0.32085,0.17635,1.62271,1.75617,1.44893,0.002971,0.002971,0.002971
73,3661.03,1.65598,1.65524,1.49492,0.34754,0.34325,0.31675,0.17084,1.61313,1.89044,1.46375,0.002872,0.002872,0.002872
74,3711.17,1.61436,1.69559,1.47555,0.30387,0.31306,0.28044,0.15437,1.55322,1.88656,1.45065,0.002773,0.002773,0.002773
75,3761.36,1.61272,1.65965,1.45722,0.35483,0.32829,0.30046,0.16114,1.55301,1.8854,1.44693,0.002674,0.002674,0.002674
76,3811.52,1.63591,1.68695,1.46077,0.41011,0.35462,0.3417,0.18573,1.55271,1.76163,1.43082,0.002575,0.002575,0.002575
77,3861.91,1.64899,1.68351,1.47127,0.28501,0.38687,0.3015,0.16353,1.58135,1.88685,1.45106,0.002476,0.002476,0.002476
78,3912.07,1.64747,1.63594,1.47127,0.3541,0.40986,0.34075,0.18551,1.52976,1.77002,1.40989,0.002377,0.002377,0.002377
79,3962.37,1.63181,1.62897,1.48061,0.35049,0.26898,0.28424,0.16727,1.53475,2.02877,1.40583,0.002278,0.002278,0.002278
80,4012.55,1.59725,1.60217,1.47821,0.30578,0.43317,0.35053,0.19606,1.52216,1.76149,1.40289,0.002179,0.002179,0.002179
81,4062.89,1.62552,1.61572,1.44839,0.36629,0.37003,0.31689,0.17422,1.58975,2.13191,1.44971,0.00208,0.00208,0.00208
82,4113.15,1.59834,1.61622,1.45208,0.29374,0.27639,0.24338,0.13618,1.52539,2.50944,1.42323,0.001981,0.001981,0.001981
83,4163.33,1.5707,1.61458,1.44949,0.35185,0.38795,0.32927,0.17495,1.52953,1.87982,1.39529,0.001882,0.001882,0.001882
84,4213.52,1.5578,1.58127,1.41278,0.35016,0.40984,0.31949,0.17233,1.53426,1.80643,1.40713,0.001783,0.001783,0.001783
85,4263.49,1.6121,1.63787,1.45346,0.33749,0.32822,0.30734,0.17696,1.48316,1.91315,1.38673,0.001684,0.001684,0.001684
86,4313.58,1.56568,1.59895,1.43228,0.43451,0.32773,0.35882,0.19724,1.53907,1.67667,1.39614,0.001585,0.001585,0.001585
87,4363.75,1.57614,1.60394,1.44652,0.36338,0.34701,0.31994,0.18664,1.47821,2.03266,1.37253,0.001486,0.001486,0.001486
88,4413.65,1.53122,1.57481,1.41075,0.32933,0.37409,0.31335,0.18448,1.47416,1.83831,1.37608,0.001387,0.001387,0.001387
89,4463.55,1.56215,1.54497,1.42315,0.32854,0.36326,0.32021,0.18867,1.45612,1.73497,1.36055,0.001288,0.001288,0.001288
90,4513.47,1.51645,1.50231,1.38202,0.33682,0.38365,0.32616,0.19296,1.43033,1.73628,1.35466,0.001189,0.001189,0.001189
91,4563.86,1.33296,1.53231,1.35009,0.44495,0.39027,0.35719,0.203,1.51003,1.81716,1.39387,0.00109,0.00109,0.00109
92,4613.86,1.32666,1.30824,1.33127,0.36208,0.44726,0.37953,0.22733,1.39823,1.52171,1.33511,0.000991,0.000991,0.000991
93,4663.96,1.33052,1.28011,1.31839,0.43684,0.46243,0.40807,0.23497,1.44474,1.44898,1.34077,0.000892,0.000892,0.000892
94,4713.96,1.27814,1.23985,1.30602,0.42844,0.43383,0.3933,0.21828,1.46593,1.49383,1.34479,0.000793,0.000793,0.000793
95,4763.78,1.27614,1.22059,1.27301,0.47106,0.35205,0.38261,0.22585,1.43092,1.4995,1.33547,0.000694,0.000694,0.000694
96,4813.64,1.2638,1.2342,1.28879,0.37629,0.45086,0.38027,0.22801,1.42344,1.47414,1.33727,0.000595,0.000595,0.000595
97,4863.41,1.24361,1.20129,1.29676,0.39799,0.43714,0.3882,0.23368,1.41665,1.4401,1.33705,0.000496,0.000496,0.000496
98,4913.18,1.27881,1.2499,1.3144,0.37266,0.47276,0.40173,0.23431,1.41132,1.41694,1.33596,0.000397,0.000397,0.000397
99,4963.05,1.24062,1.18277,1.26695,0.39377,0.48078,0.39324,0.23456,1.39431,1.4231,1.32443,0.000298,0.000298,0.000298
100,5012.97,1.20606,1.14086,1.25644,0.38437,0.44961,0.39663,0.23555,1.39953,1.44967,1.32081,0.000199,0.000199,0.000199
